,Review,Rating
412,ya ampunnn enak pake bngettt sambel ny pun enakkkk,5
413,pengiriman tercepat se-asia tenggara. terima kasih,5
414,Luar biasa,5
415,"udh bbrp kali beli disini, rasa sei nya enak bgt.. pasti order berkali kali lagi nih...",5
416,"langsung di cobain, enak mantap,
sambelnya jos",5
417,maha dahsyat. wagyu memang beda kelas dengan sapi biasa,5
418,rasanya enak banget 👍👍👍👍👍,5
419,"NICE PERFECTO..
BARANG D TERIMA DENGAN SANGAT BAIK..
RESPON CEPAT, PENGIRIMAN CEPAT, PELAYANAN CEPAT DAN RAMAH..
BUAT AGAN2 YG LAIN POKOKNYA GAK USAH RAGU DEH DENGAN BOSS YG SATU INI..
DIJAMIN MEMUASKAN..
TERIMA KASIH DAN SUKSES TERUS BOSSQUE..",5
420,tq. brg cpt nyampe. dan enak,4
421,lumayan enak. namun sayang nggak free ongkir katanya bs next day. namun 2 hari setelah pesan baru sampai.,4
422,Alhamdulillah sampai tepat waktu sebelum buka puasa...,5
423,,5
424,mantul,5
425,"puassssssssssssss, dikirimnya ke pacarku krn pacarku suka bangettt",5
426,Mantap pisangnya,5
427,Pengemasan bagus. Hanya saya pesan jumat jd baru dikirim senin karena sabtu libur. Jd baru sampai selasa malam.,5
428,alhamdulillaah... paket sdh datang terima kasih..🙏🙏,5
429,rasanya enak karena beli langsung dari sellernya,5
430,enak n segar,5
431,ukurannya imut,4
432,"fresh dan tidak terlalu berat, pas banget buat buka puasa",5
433,Respon cepat dan sesuai pesanan.,5
434,"Enak , suka saladnya makasih yaa",5
435,❤️❤️❤️❤️❤️,5
436,semuanya enk,5
437,enaknyaaa,5
438,enak bangeeeet.... mau lagi ❤🧡💛💚🙏,5
439,"Enak bgt, fresh.",5
440,"puas bangettt.. rasanya enak, porsinya bs buat 5 org lebih, penampakan bagus, kereeen.. mantul bgtt ❤❤👍👍",5
441,"LDR sm kluarga jd kirim tumpeng buat buka puasa, alhamdulillah pd blg makanannya enak dan byk, sambelny jg mantep, thank you yaaa! sukses slalu!",5
442,"enak, dan tampilan bagus 😇.. terimakazih",5
443,Enaaak banget rasanya. Cocok sama taste kita.,5
444,bagus tumpengnya lmyn byk utk porsi 5 org. pengiriman jg ontime,5
445,"Puas, porsi cukup, rasa enak. Seller responsive, pengiriman aman. Thank you",5
446,enaaaaak bgt!!! n makasih dh bs ambil order dadakan bgt!! highly recommend!!!,5
447,Tumpeng nya enax bgt...next psn LG...thx...,5
448,"masakan nya enak
hiasan nya juga cantik
harga juga sesuai
gak salah pilih pesan nasi tumpeng di sini. makasih ya kak. berkah dan lancar trus. amin",5
449,"enak rasanya... walau porsi kecil
pembeli baik respon ramah
kurir ramah jg",5
450,"Alhamdulillah barangnya sudah sampai... tks seller dan tokopedia.
seller nya korporatif..good",5
451,sesuai pesanan. proses cepat. terima kasih,5
452,seller nya fast respon mantap,4
453,seneng bgt belanja di toko ini sellernya ramah fast respon dan sangat membantu untuk nasi briyani nya enak bgt tidak usah diragukan lagi.... rekomended pokoknya,5
454,sesuai pesanan.terima kasih,5
455,produk bagus sesuai harga,4
456,"Produk sesuai etalase, harga murah, tapi sayang mungkin stok lama jadi ada kutunya.
Setelah dimasak rasanya kurang kuat.
Seller responnya bagus dan ramah 👌",4
457,barang sesuai gambar dan deskripsi. mksh,5
458,terima kasih bnyk kak,5
459,good pengiriman cepat... recomended seller...,5
460,Nasi kuningnya cantik👍enak semuanya,5
461,"mantap dan enak, pelayanan juga super cepat dan ramah. recommened seller. terima kasih",5
462,enak dan lezattt terima kasih,5
463,"pengalaman belanja online yang berkesan, sesuai dengan harapan, nasi tumpengnya pas sama selera, lauk pauknya juga sama dengan orderan. terima kasih atas srvis bintang 5 nya.",5
464,nasi tumpengnya sampai dengan selamat dan cepat. semuanya enak banget. terima kasih timm catering,5
465,pelayan cepat dan tepat berasa tidak lagi belanja online. deliverynya sesuai dengan jam acara. untuk rasa mantap ludes...des...,5
466,nasi tumpengnya sudah diterima dengan baik terima kasih,5
467,"nasi tumpeng berkualitas, lauknya komplit, ayam goreng kuning, sambal ati ampla, perkedel, urap sayur, telur balado, orek tempe. sambalnya paling enakkk pas banget pedesnya.",5
468,"penataannya rapih dan menarik, garnishnya kreatif ada bunga cabe dan tulisan dari wortel. untuk rasa enak. wangi dan gurih. rasa lauk pauknya juga pas.",5
469,pelayanan cepat dan transparan. keselurahan puas terutama dengan nasi kuningnya. legit dan wangi. lauknya juga komplit sesuai dengan orderan,5
470,"nasi legit, ayam gorengnya mantap, cabenya pedes sesuai dengan pesanan. terima kasih",5
471,nasi kuningnya mantap sesuai dengan harganya. laukpauknya lengkap dan sedap,5
472,sudah diterima dengan baik terima kasih,5
473,"pengiriman ontime, rasa cocok dengan selera. terima kasih",5
474,"mantap rasanya, porsi sesuai dengan harga terima kasih",5
475,"enak mantap, respon Ok next klo ada acara bs order recomended",4
476,nasi tumpengnya diterima dengan baik terima kasih,5
477,"rasa dan kualiatas nya mantap, diatas ekpetasi, porsinya juga sesuai dengan harganya. term kasih",5
478,"penjual respon cepat, sesuai deskripsi, recomeneddd terima kasih",5
479,manteb pollnasi kuningnya enak dan pulen banget. Urapnya juga tahan lama. Empal dan ayam gorengnya juga manteb. Sambalnya pedas dan enakresponnya manteb dan deliverynya pas banget sesuai dengan permintaan. Happy and recommended banget. Terima kasih blackstone.,5
480,Sudah 2 kali pesan di sini. Benar2 enak deh.....,5
481,"enak, walaupun ukurannya keliatan kecil, tp bikin kenyang juga 😊",5
482,"Rasanya enak banget, semua lauk pauknya enak. Nasinya pulen dan wangi.
Kalo ada acara keluarga pasti akan pesan lagi disini.",5
483,Mantaappp....tepat waktu dan rekomended👍👍👍👍👍,5
484,"nasi dan lauk enak, hanya yang premium - pakai urapnya ga kuat sampe sore. mgkn bs diberi pilihan sayur lain jika mau yg premium..
dan perhitungan ongkirnya juga agak krg masuk akal. awalnya saya tanya kirim ke sekolahan ongkir 30rb, lalu saya tny kiri ke rumah jadi 60rb pdhal rumah saya sebelahan sama sekolah..
buat masukan aja ke seller..",4
485,tumpeng mini nya enak.. recommended banget..,5
486,nasi kuningnya cantik n enak. lauknya pun mantap,5
487,👍🏻👍🏻,5
488,nasi nya tidak keras dan lauknya enak2. untungnya order yg premium krn porsinya kurang klo menurut saya. tapi overall puas dengan order ini. terima kasih,5
489,"Porsi pas, lauk banyak.. rasanya sumpah enak.. aku pake ayam bakar dan rasanya gurih enak, bumbu nya berasa banget. Bakal jd langganan ahh",5
490,Tumpengnya ok dan ada bonus pudingnya.Tks,5
491,trima kasih pesanan sampai tujuan dengan baik... trima kasih diberikan bonus puding. semoga berkah,5
492,"Enak banget nasi kuningnya dan lauk2nya, lalapannya fresh, sellernya ramah, order sore bsknya diterima.. 👍🏻👍🏻",5
493,"Rasa memuaskan, harga murah kualitas luar biasa...ditambah ada bonus puding...",5
494,"Tumpeng nya ok utk rasa dan penampilan, tp sayangnya janji kirim jam 3 ternyata sampainya jam 4.30 ... pdhl jam kantor hanya sampai jam 4. Penerimanya jd hrs nunggu dulu gak bisa pulang. Utk makanan spt ini ketepatan waktu sesuai permintaan itu penting, jd hrs diperhatikan.",4
495,"Dengan harga segitu Masakannya ajip mantap masih anget pula, pokonya ngak ada yg kurang puas bgt ud gitu dpt bonus lg puding khusus di bulan puasa makasih ya tunggu order berikunya",5
496,suka bgt sama tumpeng mininya trs juga bonus pudingnyaa terimakasih yaa,5
497,"masakannya enak, seller baik, sayang datangnya ga ontime. tapi gapapa, masih aman. mungkin untuk pengirimannya lebih diperhatikan lagi. 🙏",5
498,"Alhamdulillaah.... Sesuai ORDER, Pengiriman On-Time, MENU Mantabz, apalagi RASA-nya MAKNYOOOSS.

Recommended dech....",5
499,"Pertama kali pesen tumpeng disini PUAS bgt, dtg tepat waktu dan rasanya enak bgt, owner juga baik bgt. Sukses terus yaa",5
500,,5
501,,5
502,,4
503,"pengiriman cepat,produk sesuai deskripsi",5
504,ini sesuai pengiriman,5
505,Wort it,5
506,"belum dicoba, semoga enak dan nagih deh",5
507,"produk datang sesuai pesanan, dikemas dengan rapi, pengiriman juga cepat. respon seller cepat",5
508,"Isi lengkap serta sesuai dengan harga yang tertera dan sepertinya terlihat enak, semoga ketika dicoba rasanya bisa sesuai selera",5
509,g ada sayurannya bos...yg lain ok,5
510,Terima kasih. Ayam Afrika-nya da best! Seller juga responsif.,5
511,pengiriman tepat waktu,5
512,"Ayam Afrika-nya enak juicy seperti yang diiklankan terus yg suka potongannya besar2 dan semua dapat potongan paha, baik paha atas atau paha utuh yg besar itu. Anak sy yg masih balita pun suka. Jadi nagih. Terima kasih dan sukses selalu yaa! 🥰🙏",5
513,👍🙏,5
514,,5
515,Ntah udah pesen ini berapa kali… ketagihaaannn! Enak bgttttt sihhh…,5
516,Daging lebut dan bumbunya terasa.. Yummy...,5
517,"ayamnya enaaak, empuk dan bumbunya meresap banget. Potongannya besar besar dan saosnya generous banget, ditambah pisang manis untuk dessert (awalnya kukira pisangnya untuk karbohidrat pengganti nasi, ternyata bukan hehehe). Packagingnya juga cantik, aku beli family pack, dapat tempat dari melanin jadi bisa dipakai lagi. seneng deh jadi ga buang sampah plastik. terima kasih ya paris di jakarta!",5
518,"Cepet jg pengirimannya, malam pesan, besok sorenya udh smp, jd bs buat buka puasa.. ayamnya besar sekali, sambelnya mantap!",4
519,"ayamnya empuk, wangi dan sausnya enak bamget. terutama yg saus ijo",5
520,Barang cepat sampai👍,5
521,"barangnya dr seller ok, cuman ekspedisi dr free ongkir yaitu anteraja mengecewakan, lama, kalau pesen hrs jauh2 hari dan tak usah berharap cepat datang. seminggu baru nyampe itu estemasinya.",5
522,produk sesuai deskripsi recommended seller,5
523,Udah orderan keseratus kayaknya.. Wkkwkw.. Berharap dapat hadiah motor dari sellernya 😅😅😅,5
524,ok,5
525,langgananan...,5
526,sering order barang bagus pelayanan cepat,5
527,cepat sampainya dan isinya oke,5
528,kamsiya...,5
529,produk sesuai deskripsi recommended seller,5
530,ga ada tulisan exp nya jadi bingung,4
531,Pengiriman lumayan cepet tapi ikannya bnyk yg gosong dan agak kotor ya,4
532,mantap deh pokoknya beli disini 👍,5
533,"rasa gurih, seperti rasa ikan 😁",5
534,Recommended deh pokoknya 👍👍,5
535,"Recommended seller pokoknya, makasih ya . biar bintang yg bicara.",5
536,rasa enak bgt. tekstur masih terlalu keras utk anak usia 1 tahun.,5
537,Lumayan rasanya,3
538,"ketagihan,,,enakkk",5
539,"packing cepat, aman, rapi. barang sampai dg selamat, kualitas ok.",5
540,,5
541,,5
542,,4
543,"pengiriman cepat,produk sesuai deskripsi",5
544,ini sesuai pengiriman,5
545,Wort it,5
546,"belum dicoba, semoga enak dan nagih deh",5
547,"produk datang sesuai pesanan, dikemas dengan rapi, pengiriman juga cepat. respon seller cepat",5
548,"Isi lengkap serta sesuai dengan harga yang tertera dan sepertinya terlihat enak, semoga ketika dicoba rasanya bisa sesuai selera",5
549,g ada sayurannya bos...yg lain ok,5
550,ok.,5
551,sampai rumah basi,1
552,"bandengnya udah adem, pantesan berlendir pas dibuka",2
553,"packingan oke, praktis udh tinggal masak, seller oke",5
554,"cepat sampai , packing aman , isi sesuai .. terima kasih",5
555,"makanan seh suka, tapi sambelnya teenyata instant sambel terasi merk uleg dari finna, dah gitu ekspedisi lama banget biasanya saya belanja pagi sampainya sore di esok harinya",4
556,Sesuai deskripsi...belum dicobain...tks,5
557,"pengirimanny cepet bgt, thanks seller. untuk rasanya belum dicoba, klo enak pasti beli lagi 😊😋",5
558,mantaap rasanyaa,5
559,"pelayanan dan pengiriman slalu cepat, terima kasih",5
560,konsisten,5
561,"Cepet banget sampe nya. Thx udah fast response ya. Kangen sama makanan satu ini semenjak pindah dr surabaya. Btw ini minyak nya abis, tumpah2 dalam pengiriman sptnya😁, Next time di buat lebih rapet lagi packaging nya.",5
562,packing rapi.. produk original. mantabss,5
563,"repeat order, tp wrapping gak sebagus pembelian sebelumnya.. beli 3, yg 1 toplesnya pecah.. ada bubble wrap, tp cuma 1 lapis.. mungkin bs di tingkatkan packingnya, krn hrsnya mau dibawa keluar kota jd ga bs",5
564,enak bgt bos.. solusi darurat sahur,5
565,Mantap cepat packing aman,5
566,"pengemasan aman rapi, sampai sumatra dtrima dg baik.rekomended",5
567,"pengirimannya cpt bgt, mantapp",5
568,👍👍👍👍👍,5
569,respon cepat rasa otaji paling enak ga banyak minyak,5
570,mantul,5
571,"Seperti pesanan2 sebelumnya, selalu memuaskan, tq.",5
572,"Paket sudah sampai cepet banget, kemasan sangat rapi dan imut (karena kotaknya kecil). Semoga rasanya enak, biar bisa pesen lagi. Sukses buat tokonya ya",5
573,Teri nya agak kurang gurih sedikit,5
574,enak sekali..pada saat pengiriman hampir saja tdk diterima. Namun tdk begitu lama pengirim datang.,5
575,teri kacang balado udah terima dg baik,4
576,Barang sesuai pesanan 👍👍,5
577,Enak rasanya manis pedas. Terinya dibanyakin lagi dong.,5
578,"sudah sampai, sesuai pesanan, Moga2 gak terlalu pedas",5
579,terimakasih seller fast responnya..,5
580,"Jujur tadinya gamau ngasih bintang jelek, sebelum kirim ga bilang kalo barang kosong tiba2 sampe dikasih tulisan bakso cuanki kosong, oke sy maklumin.

Terus admin bilang bakal dikirim jumat, oke sy tunggu. udah seminggu ga ada kabar, saya tanyain, terus mau dikirim keesokan harinya, eh bener aja sampe hari ini GA DIKIRIM.

Kan bener saya udah bilang Bakso cuanki nya ambil aja mba, makan aja.",1
581,Barang pesanan sudah sampai dan diterima dalam terbungkus rapi sesuai pesanan. Terima kasih..👍,5
582,,5
583,agak lama sih ngirimnya,4
584,terima kasih pesanan sudah di terima,5
585,"Enakkk,namanya juga po jd lama.",5
586,"rasanya B aja... masih di bawah rasa bakso cuangki juara, lebak bulus.",3
587,"Respon penjual cepat, harga pas, packing aman dan rapih rasa cuankie juga enak",5
588,enak,5
589,kalo ini keknya lumayan oke. belom coba sihh nunggu hujan bikinnya,4
590,Best !,5
591,"respon cepat, pengiriman cepat selebihnya biarlah bintang yg berbicara....tq bosque",5
592,"enk baksonya pelayanan nya mantul n sdh belanja yg ke 3 x tinggal nunggu bns tmbhan ni klk belanja lg
wkwkwkw",5
593,"sudah sering order. pelayanan, pengiriman dan produk baik.",5
594,"it's all good, keep up the good job..",5
595,enak,5
596,rasanya enak 👍👍😷,5
597,"Product sesuai, packing dan pengiriman baik.",5
598,Sudah langganan sudah tau kwalitas 👍🏻,5
599,"udah langganan d sini, baksonya enak. pengiriman jg cepat.",5
600,Makananya enak,5
601,Lezzattoooo 😍,5
602,Suka bgt dengan fast response dan kirimanya yg express. Pizza jg enakk,5
603,"enaaakk... pesan bayar menjelang jam9, sebelum jam11 semua pesanan sudah tiba (jarak sekitar 11km).",5
604,"direspon dengan cepat, diterima dalam keadaan baik . Pizza nya wangi, saya cocok dengan rasanya, tasty, semua rasa ( campuran cheese & rotinya) berimbang",5
605,👍👍👍👍👍👍,5
606,Enak pake banget.,5
607,,5
608,"enak banget, cheesenya banyak, tiramisu nya jg enak, very very delicious",5
609,"Tadi awalnya salah kirim ya, lgs disusul Pizza kedua, jadinya double. Terima kasih 🙏 ya pizza nya enak",5
610,ENAK BANGET,5
611,enak bgt,5
612,Pesanan sudah diterima dengan baik dan sesuai deskripsi. Terima kasih banyak ya. Semoga makin sukses. Aamiin.,5
613,"Respon cpt yg aku kirim
Sukak",5
614,Pesanan sudah diterima dengan baik dan sesuai deskripsi. Terima kasih banyak ya. Semoga makin sukses. Aamiin.,5
615,Dimakan pake salad sayur tambah enak..,5
616,"Pesanan sudah diterima dengan baik dan sesuai deskripsi,enak semua. Terima kasih banyak ya. Semoga makin sukses. Aamiin.",5
617,ENAK BANGET,5
618,Terima nya kurangbagus,4
619,Salmon mentai momomaru emang paling pas. Mentainya enak dan pas jumlahnya ga bikin eneg.,5
620,"selalu puas. udah repeat order gatau brp kali 👌puedes sambelnya jos dan kulitnya bener2 tipis, the best 🌟🌟🌟🌟🌟",5
621,Sejujurnya tidak seenak pembelian pertama. Saya juga ngga bisa pinpoint kenapa begitu. Tetapi cukup lumayan baik dr segi rasa maupun sambal yg lumayan nendang dan pedas.,4
622,enak coipan n sambalnya mantap,5
623,"Coipannya enak next bakal order lg,..",4
624,"enak beneran, enak banget, kulitnya tipis, bawang putihnya banyak, sambelnya pedes, mantapp.",5
625,Recommended product. One of the best choipans yang pernah saya pesan secara online. Seller ramah dan komunikatif.,5
626,"Pengiriman cepat, penjual juga ramah & komunikatif. Kulit choipannya memang tipis, sambalnya mantap dan gak pelit 👍",5
627,"mantap choipan ny, enakk",5
628,"Enak, krenyes2 dan sambalnya mantap!",5
629,"enak bangettttt, kulit tipis isi banyak 😍 cucok buat buka puasa akuu hihihih thankyou sis",5
630,"Pengirimannya cepet, hati yang sama diantar. Lom dicoba sih",5
631,Enaaak,5
632,"saladnya segar dan enak, admin juga fast response ketika ada kesalahan dalam pengiriman :) selalu puas beli salad di sini",5
633,"rasanya enak, cm kali ini kentangnya rada keras",5
634,"Enak, pengiriman sangat cepat",5
635,Enakkkkk,5
636,enak banget,5
637,enak,5
638,Enaaakkk,5
639,cepat banget rasanya baru pesan beberapa menit yg lalu ikutan flash sale eh udah sampai,5
640,Enaak fresh,5
641,❤️❤️enaak,5
642,"Pembelian ke 2 kalinya.
Recommended Salad Roll.
Recommended Seller.",5
643,kurang suka rasany,3
644,"gak sempet foto tadii..
ini walaupun ngga ada daging/ayam nya tetepp enaakkk
salad dressing nya sih juaraaa.. ada potongan seaweed nya ya?? mantab2 nagiihh 👍",5
645,"pengirimannya cepet banget, estimasinya 2 jam tapi ga ada sejam udah sampe dan masih fresh!",5
646,Saladnya segar sekali dan banyak porsinya tapi toppingnya kurang enak menurut saya.,5
647,,5
648,Uuweeennaaakkk,5
649,"saladnya cantik dan rnak, pemesanan cepat direspon dan cepat datang utk uk sameday. bakal langganan pastinya❤️",5
650,Fresh & dikasih bonus tomat ceri... terima kasih :),5
651,"Salad sayuran paling murah, 50rbu dpet 3 walau isinya cuman sayurannya topping kn bsa bebas nambahin sndiri mau pke irisan ikan tuna, daging dll. Saosnya enak",5
652,,5
653,Saladnya mantap.,5
654,"Fast respon
Brg fresh
Puas blnj d sini dpt bonus tomat kali ini
Sukses gan",5
655,"Ya ampuuun enak banget. Sayurnya fresh, cepat dikirim, harga bersahabat, dapat bonus lagi.
Bakal sering langganan nih 🥰🥰🥰",5
656,"Fast respond n delivery👍🏼
Tks utk free saladnya🙏🏻",5
657,,5
658,👍🏻👍🏻👍🏻,5
