Review,Rating,Sentiment
barangnya dr seller ok cuman ekspedisi dr free ongkir yaitu anteraja mengecewakan lama kalau pesen hrs jauh2 hari dan tak usah berharap cepat datang seminggu baru nyampe itu estemasinya,5,negative
udah orderan keseratus kayaknya wkkwkw berharap dapat hadiah motor dari sellernya,5,neutral
langgananan,5,neutral
sering order barang bagus pelayanan cepat,5,positive
cepat sampainya dan isinya oke,5,positive
kamsiya,5,neutral
ga ada tulisan exp nya jadi bingung,4,negative
pengiriman lumayan cepet tapi ikannya bnyk yg gosong dan agak kotor ya,4,negative
mantap deh pokoknya beli disini,5,positive
rasa gurih seperti rasa ikan,5,positive
recommended deh pokoknya,5,neutral
recommended seller pokoknya makasih ya biar bintang yg bicara,5,neutral
rasa enak bgt tekstur masih terlalu keras utk anak usia 1 tahun,5,positive
lumayan rasanya,3,negative
ketagihan enakkk,5,positive
packing cepat aman rapi barang sampai dg selamat kualitas ok,5,positive
sampai rumah basi,1,negative
bandengnya udah adem pantesan berlendir pas dibuka,2,negative
packingan oke praktis udh tinggal masak seller oke,5,positive
cepat sampai packing aman isi sesuai terima kasih,5,positive
makanan seh suka tapi sambelnya teenyata instant sambel terasi merk uleg dari finna dah gitu ekspedisi lama banget biasanya saya belanja pagi sampainya sore di esok harinya,4,negative
sesuai deskripsi belum dicobain tks,5,neutral
pengirimanny cepet bgt thanks seller untuk rasanya belum dicoba klo enak pasti beli lagi,5,positive
mantaap rasanyaa,5,positive
pelayanan dan pengiriman slalu cepat terima kasih,5,positive
konsisten,5,neutral
cepet banget sampe nya thx udah fast response ya kangen sama makanan satu ini semenjak pindah dr surabaya btw ini minyak nya abis tumpah2 dalam pengiriman sptnya next time di buat lebih rapet lagi packaging nya,5,positive
packing rapi produk original mantabss,5,positive
repeat order tp wrapping gak sebagus pembelian sebelumnya beli 3 yg 1 toplesnya pecah ada bubble wrap tp cuma 1 lapis mungkin bs di tingkatkan packingnya krn hrsnya mau dibawa keluar kota jd ga bs,5,negative
enak bgt bos solusi darurat sahur,5,positive
mantap cepat packing aman,5,positive
pengemasan aman rapi sampai sumatra dtrima dg baik rekomended,5,positive
pengirimannya cpt bgt mantapp,5,positive
respon cepat rasa otaji paling enak ga banyak minyak,5,positive
seperti pesanan2 sebelumnya selalu memuaskan tq,5,positive
paket sudah sampai cepet banget kemasan sangat rapi dan imut karena kotaknya kecil semoga rasanya enak biar bisa pesen lagi sukses buat tokonya ya,5,positive
teri nya agak kurang gurih sedikit,5,negative
enak sekali pada saat pengiriman hampir saja tdk diterima namun tdk begitu lama pengirim datang,5,positive
teri kacang balado udah terima dg baik,4,neutral
enak rasanya manis pedas terinya dibanyakin lagi dong,5,negative
sudah sampai sesuai pesanan moga2 gak terlalu pedas,5,positive
terimakasih seller fast responnya,5,neutral
jujur tadinya gamau ngasih bintang jelek sebelum kirim ga bilang kalo barang kosong tiba2 sampe dikasih tulisan bakso cuanki kosong oke sy maklumin terus admin bilang bakal dikirim jumat oke sy tunggu udah seminggu ga ada kabar saya tanyain terus mau dikirim keesokan harinya eh bener aja sampe hari ini ga dikirim kan bener saya udah bilang bakso cuanki nya ambil aja mba makan aja,1,negative
barang pesanan sudah sampai dan diterima dalam terbungkus rapi sesuai pesanan terima kasih,5,positive
agak lama sih ngirimnya,4,negative
terima kasih pesanan sudah di terima,5,neutral
enakkk namanya juga po jd lama,5,positive
rasanya b aja masih di bawah rasa bakso cuangki juara lebak bulus,3,negative
respon penjual cepat harga pas packing aman dan rapih rasa cuankie juga enak,5,positive
kalo ini keknya lumayan oke belom coba sihh nunggu hujan bikinnya,4,positive
respon cepat pengiriman cepat selebihnya biarlah bintang yg berbicara tq bosque,5,positive
enk baksonya pelayanan nya mantul n sdh belanja yg ke 3 x tinggal nunggu bns tmbhan ni klk belanja lg wkwkwkw,5,positive
sudah sering order pelayanan pengiriman dan produk baik,5,positive
its all good keep up the good job,5,positive
product sesuai packing dan pengiriman baik,5,positive
sudah langganan sudah tau kwalitas,5,neutral
udah langganan d sini baksonya enak pengiriman jg cepat,5,positive
makananya enak,5,positive
lezzattoooo,5,positive
suka bgt dengan fast response dan kirimanya yg express pizza jg enakk,5,positive
enaaakk pesan bayar menjelang jam9 sebelum jam11 semua pesanan sudah tiba jarak sekitar 11km,5,positive
direspon dengan cepat diterima dalam keadaan baik pizza nya wangi saya cocok dengan rasanya tasty semua rasa campuran cheese rotinya berimbang,5,positive
enak banget cheesenya banyak tiramisu nya jg enak very very delicious,5,positive
tadi awalnya salah kirim ya lgs disusul pizza kedua jadinya double terima kasih ya pizza nya enak,5,positive
respon cpt yg aku kirim sukak,5,positive
dimakan pake salad sayur tambah enak,5,negative
pesanan sudah diterima dengan baik dan sesuai deskripsi enak semua terima kasih banyak ya semoga makin sukses aamiin,5,positive
terima nya kurangbagus,4,negative
salmon mentai momomaru emang paling pas mentainya enak dan pas jumlahnya ga bikin eneg,5,positive
selalu puas udah repeat order gatau brp kali puedes sambelnya jos dan kulitnya bener2 tipis the best,5,positive
sejujurnya tidak seenak pembelian pertama saya juga ngga bisa pinpoint kenapa begitu tetapi cukup lumayan baik dr segi rasa maupun sambal yg lumayan nendang dan pedas,4,negative
enak coipan n sambalnya mantap,5,positive
coipannya enak next bakal order lg,4,positive
enak beneran enak banget kulitnya tipis bawang putihnya banyak sambelnya pedes mantapp,5,positive
recommended product one of the best choipans yang pernah saya pesan secara online seller ramah dan komunikatif,5,positive
pengiriman cepat penjual juga ramah komunikatif kulit choipannya memang tipis sambalnya mantap dan gak pelit,5,positive
mantap choipan ny enakk,5,positive
enak krenyes2 dan sambalnya mantap,5,positive
enak bangettttt kulit tipis isi banyak cucok buat buka puasa akuu hihihih thankyou sis,5,positive
pengirimannya cepet hati yang sama diantar lom dicoba sih,5,positive
saladnya segar dan enak admin juga fast response ketika ada kesalahan dalam pengiriman selalu puas beli salad di sini,5,positive
rasanya enak cm kali ini kentangnya rada keras,5,negative
enak pengiriman sangat cepat,5,positive
cepat banget rasanya baru pesan beberapa menit yg lalu ikutan flash sale eh udah sampai,5,positive
fresh dikasih bonus tomat ceri terima kasih,5,positive
salad sayuran paling murah 50rbu dpet 3 walau isinya cuman sayurannya topping kn bsa bebas nambahin sndiri mau pke irisan ikan tuna daging dll saosnya enak,5,positive
saladnya mantap,5,positive
fast respon brg fresh puas blnj d sini dpt bonus tomat kali ini sukses gan,5,positive
ya ampuuun enak banget sayurnya fresh cepat dikirim harga bersahabat dapat bonus lagi bakal sering langganan nih,5,positive
fast respond n delivery tks utk free saladnya,5,positive
siang order sore langsung sampai,5,neutral
pelayanan bagus,5,positive
kimchinya wangi banget pesan hari ini dan besoknya langsung sampai langsung buka icip dan rasanya sesuai dengan request penjual juga ramah karena menanyakan mau berapa tingkat pedas dan asam dari kimchi nya packing juga super rapi double bubble wrap thanks sist,5,positive
kimchi nya ok banget thanks gan,5,positive
kimchi nya enak banget dengan harga segini dan dpt banyak worth it kimchi juicenya juga banyak cocok buat nasi goreng dan kimchi jiggae so yummyyyyy bakal repeat order deh kalo uda abis,5,positive
mantul pembelian ke 2 mantaplah packingnya kaga bocor semoga jualanya laris manis,5,positive
kimchinya enak,5,positive
dah 2x order di sini kimchi nya enak harga nya lumayan murah thanks,5,positive
seller ramah kimchi nya enakkk sesuai request repeat order yg kesekian kalinya ttp ga bosen paling enak diantara kimchi yg lain percaya deh ga nyesel beli di kimchi id,5,positive
taste is good,5,positive
packing rapi bgt udah kecium bau2nya walau blm dibuka makasih seller,5,positive
cuman 1harang dtg,5,negative
kimchi nya rasa nya enak banget terutama yg lobak nya pkknya emang beda rasanyapengiriman jg cepat banget sampai nya pengemasan jg rapih dan aman di pakein toples pula,5,positive
enyakkkk,5,positive
kimchinya tiba sdh kurang fresh,4,negative
sesuai deskripsi agak manis rasanya,5,positive
terlalu manis beda sama kimchi korea,1,negative
kimchinya terlalu asam kurang pedas,3,negative
rasa nya memuaskan gurih sedikit pedas sekilas rasa manis tinggal asam nya ditambah saya sengaja beli fresh supaya bisa atur kadar keasaman nya sendiri enak sayurnya segar dan crunchy berikut pasti beli lagi kimchi sehat banget ini makanan probiotik alami,5,negative
pengiriman cepat pake instant no drama tapi kenapa begitu dibuka aromanya kayak basi gitu tetapi pas dimakan baik baik aja sih ini orderan kedua kali dan rasanya konsisten,4,negative
enak saladnya pengiriman juga cepat rapi bungkusnya,5,positive
saladnya enak dressingnya kurang terlalu suka,4,negative
coba beli karena lagi promo ternyata enak dan mengenyangkan dua potongan salad wrap dengan kulit tortilla ini beneran bikin kenyang karena isiannya yang padat dan kaya tekstur buat buka puasa cocok banget dressing nya honey mustard yang dominan asam saya prefer lebih manis sih dikemas dengan sangat baik dressing sauce masih dilapisi plastik dan ngga tumpah,5,positive
saladnya cantik bentuknya tapi aku tidak suka dressingnya rasa seperti ada wasabi untungnya beli dressing pesto jd bisa dimakan pake pesto tq,3,negative
sdh beli yg ke 3 kali enak bahannya segar penampilan cantik,5,positive
fast response cantik bgt tampilannya dan enak bakal bli lagi d,5,positive
terima kasih pak bu pengemasan rapi dan pengiriman cepat pelayanan memuaskan mantappp,5,positive
favorit banget ini ukuran besar bisa bagi buat dua waktu makan rasa ga perlu ditanya udah sering beli apalagi kalo flash sale hehe terima kasih serasa sering sering diskon ya hehee,5,positive
selalu langganan di sini tq kakak seller,5,neutral
udah beli 2 kali mantappp enakk,5,positive
rasanya enak bgt gaboong trus taste nya ramah buat lidah orang indo tp kyanya fermentasinya klamaan jd ada sensasi di lidah gtu overall ini kimchi terenak si,5,negative
respon cepat kimchinya enaaak,5,positive
enak banget sdh ky makan di resto korea,5,positive
enak bangetttt cepet juga ntaps,5,positive
rasanya enak the best lah kimchinya ini,5,positive
pertama nyoba kimchinya ternyata enak seger banget asemnya pas temen makan ramyeon,5,positive
kimchi pa ini salah satu favorit selain varian timun sawi udah beberapa kali order selalu enak bisa dimakan dgn jajang ramyeon atau saat bbq,5,positive
enak bakal langganan teus,5,positive
sukaa bgt udah beberapa kali pesan ga pernah kecewa sayang pemesanan terakhir kena zonk sama jasa pengirimannya barang lama dijalan,5,positive
sellernya ramah dan kooperatif ada kesalahan pilihan kiriman dari saya sehingga barang sampai tidak bagus lagi tapi diganti dengan barang baru hanya dengan membayar ongkir thank you,5,positive
bumbu kemanisan ini bukan kimchi bumbunya jauh bgt,1,negative
enak sekaliii,5,positive
kimchinya enakkkk banget kyk yg ada di korean food resto dan fresh,5,positive
kimchi dari sini selalu enak ini pertama kali cobain varian bawang fresh banget masih manis mau coba simpen 2 3 hari biar fermentasi dl hehe,5,positive
enak renyah dan fresh,5,positive
pengiriman cepat dan seller sangat responsif,5,positive
saya blm pernah makan kimchi asli di korea tapi setidaknya ini yg paling ramah di lidah saya d pengiriman juga saya cepat,5,positive
anak saya bs makan krn tdk asam dan tidak terlalu pedas,5,positive
seller fast response dan ramah kimchi nya enak banget dan fresh recommended seller,5,positive
rasanya enaakkkk langsung mau order lagi penjual responsif,5,positive
dah langganan rasa konsisten,5,neutral
yummyyy,5,positive
mantap sekali bintang 5,5,positive
saya dan istri suka fresh tingkat keasaman bisa diatur sendiri jadi bisa menyesuaikan dengan selera,5,positive
maaf baru kasih ulasan krna baru dicoba kimchinya enak fresh penjualnya jg ramah sekali terima kasih,5,positive
good tapi kurangnya bbrp barang kering dan basah di campur dalam satu kantong hitam trus kantong hitam nya tipis,4,negative
barang sampai rmh masih agak dingin2 mantul,5,neutral
sellernya bisa diajak gercep saat urgent exp masih lama thanks kak,5,positive
cepet banget pengirimannya pesen siang sorenya uda sampe the best,5,positive
proses cepat thx,5,positive
maaf baru ksi tw barang kmren sudah smpai mantep barang cpet smpai lau gx cpet smpai tkut nya rusak good bgt langsung older langsung proses,5,positive
lobak asin nya sesuai terimakasih sukses terus ya,5,positive
pelayanan dan kakaknya luar biasa baiknya god bless ya kak,5,positive
barangnya ok servicenya express tq,5,positive
puas srkali memang gak lama sampai tapi kemarin baru sekarang kasih ulasan kurir ramah dan baik terima kasih toko pedia,5,positive
bagus harga terjangkau kurir ramah,5,positive
cepat dan mantappppp,5,positive
freshh enak asamnya pas tp sedikit pahit,4,positive
packing nya rapih bgt sumpah tapi sayang dikit bgt muehehehehehe,5,negative
enaaak banget asem nya pedesnyaa,5,positive
aduh lupa foto enak kimchinya fresh,5,positive
proses kirim cepet ga pake lamaa dan kimchi nya enakkk loh rekomended mayan dapat promo thanks,5,positive
enak banget mantappp,5,positive
respon cepat kemasan rapi dan mantap rasa belum coba klo cocok bakal langganan beli nih,5,positive
udh 3x beli koto kimchi kimchi paling enak yg pernah aku beliseger bgt dan cabbage nya renyah bgt,5,positive
barang sesuai pesanan pengiriman cepat dan aman thanks seller,5,positive
packagingnya pakai dus dan wrap rapih banget,5,positive
enakk bgt,5,positive
brg sesuai deskripsi kualitas bgs respon cepat n packaging rapi recommended,5,positive
saya repurchase tapi kenapa bumbunya dipisah belom dicampurin kayak dulu pertama kali beli saya sedih paket belom saya buka sangking ssdihnya,5,negative
barang bagus proses cepat,5,positive
kimchinya enaak udah order dilain tempat ini paling enak huhuuuu,5,positive
tasty,5,positive
enak dan segar penjual ramah makasih,5,positive
sudah repeat order terus suka kimchi nya rasa asam dan pedasnya pas volumenya juga cukup banyak,5,positive
dikemas rapih biarpun ada yang bocor tapi cuma rembes,5,negative
kiriman yg kesekian x cepat ya reseler jg okeh sayangnya yg kiriman ke 3 ada kebocoran sesuai foto yg saya kirim so far okeh,5,negative
kurang asem cuka padahal sdh dikulkas 7 hari,4,negative
ini kimchi yang terfresh yang pernah ku makan enak banget masih berasa manis manis sayang packagingnya kurang baik menurutku karna ku kira akan dibagi menjadi 2 toples per 400gr sesampainya dirumah toplesnya menggembung jd agak susah untuk dibuka saat dibuka meledak mungkin karna selama perjalanan si kimchi banyak guncangan dan panas jd ku kehilangan bumbu lumayan banyak hehehe,5,negative
proses pengiriman cepat,5,positive
beneran enak,5,positive
enaaak bgt sayangnya 400gr masih kurang dosisnya buat saya nyiahahha,5,negative
entah orderan ke berapa kali selalu fresh kimchinya jadi blm asem pasti order lagi ini mah,5,positive
packagingnya aman plastik dalam toples tapi karna ngembang jd susah banged buka toplesnya wkwkw kalau rasa c sudah pasti kimchi terenak,5,negative
