Review,Rating
sudah sampai sesuai pesanan moga2 gak terlalu pedas,5
terimakasih seller fast responnya,5
jujur tadinya gamau ngasih bintang jelek sebelum kirim ga bilang kalo barang kosong tiba2 sampe dikasih tulisan bakso cuanki kosong oke sy maklumin terus admin bilang bakal dikirim jumat oke sy tunggu udah seminggu ga ada kabar saya tanyain terus mau dikirim keesokan harinya eh bener aja sampe hari ini ga dikirim kan bener saya udah bilang bakso cuanki nya ambil aja mba makan aja,1
barang pesanan sudah sampai dan diterima dalam terbungkus rapi sesuai pesanan terima kasih,5
agak lama sih ngirimnya,4
terima kasih pesanan sudah di terima,5
enakkk namanya juga po jd lama,5
rasanya b aja masih di bawah rasa bakso cuangki juara lebak bulus,3
respon penjual cepat harga pas packing aman dan rapih rasa cuankie juga enak,5
kalo ini keknya lumayan oke belom coba sihh nunggu hujan bikinnya,4
respon cepat pengiriman cepat selebihnya biarlah bintang yg berbicara tq bosque,5
enk baksonya pelayanan nya mantul n sdh belanja yg ke 3 x tinggal nunggu bns tmbhan ni klk belanja lg wkwkwkw,5
sudah sering order pelayanan pengiriman dan produk baik,5
its all good keep up the good job,5
product sesuai packing dan pengiriman baik,5
sudah langganan sudah tau kwalitas,5
udah langganan d sini baksonya enak pengiriman jg cepat,5
makananya enak,5
lezzattoooo,5
suka bgt dengan fast response dan kirimanya yg express pizza jg enakk,5
enaaakk pesan bayar menjelang jam9 sebelum jam11 semua pesanan sudah tiba jarak sekitar 11km,5
direspon dengan cepat diterima dalam keadaan baik pizza nya wangi saya cocok dengan rasanya tasty semua rasa campuran cheese rotinya berimbang,5
enak banget cheesenya banyak tiramisu nya jg enak very very delicious,5
tadi awalnya salah kirim ya lgs disusul pizza kedua jadinya double terima kasih ya pizza nya enak,5
respon cpt yg aku kirim sukak,5
dimakan pake salad sayur tambah enak,5
pesanan sudah diterima dengan baik dan sesuai deskripsi enak semua terima kasih banyak ya semoga makin sukses aamiin,5
terima nya kurangbagus,4
salmon mentai momomaru emang paling pas mentainya enak dan pas jumlahnya ga bikin eneg,5
selalu puas udah repeat order gatau brp kali puedes sambelnya jos dan kulitnya bener2 tipis the best,5
sejujurnya tidak seenak pembelian pertama saya juga ngga bisa pinpoint kenapa begitu tetapi cukup lumayan baik dr segi rasa maupun sambal yg lumayan nendang dan pedas,4
enak coipan n sambalnya mantap,5
coipannya enak next bakal order lg,4
enak beneran enak banget kulitnya tipis bawang putihnya banyak sambelnya pedes mantapp,5
recommended product one of the best choipans yang pernah saya pesan secara online seller ramah dan komunikatif,5
pengiriman cepat penjual juga ramah komunikatif kulit choipannya memang tipis sambalnya mantap dan gak pelit,5
mantap choipan ny enakk,5
enak krenyes2 dan sambalnya mantap,5
enak bangettttt kulit tipis isi banyak cucok buat buka puasa akuu hihihih thankyou sis,5
pengirimannya cepet hati yang sama diantar lom dicoba sih,5
saladnya segar dan enak admin juga fast response ketika ada kesalahan dalam pengiriman selalu puas beli salad di sini,5
rasanya enak cm kali ini kentangnya rada keras,5
enak pengiriman sangat cepat,5
cepat banget rasanya baru pesan beberapa menit yg lalu ikutan flash sale eh udah sampai,5
fresh dikasih bonus tomat ceri terima kasih,5
salad sayuran paling murah 50rbu dpet 3 walau isinya cuman sayurannya topping kn bsa bebas nambahin sndiri mau pke irisan ikan tuna daging dll saosnya enak,5
saladnya mantap,5
fast respon brg fresh puas blnj d sini dpt bonus tomat kali ini sukses gan,5
ya ampuuun enak banget sayurnya fresh cepat dikirim harga bersahabat dapat bonus lagi bakal sering langganan nih,5
fast respond n delivery tks utk free saladnya,5
siang order sore langsung sampai,5
pelayanan bagus,5
kimchinya wangi banget pesan hari ini dan besoknya langsung sampai langsung buka icip dan rasanya sesuai dengan request penjual juga ramah karena menanyakan mau berapa tingkat pedas dan asam dari kimchi nya packing juga super rapi double bubble wrap thanks sist,5
kimchi nya ok banget thanks gan,5
kimchi nya enak banget dengan harga segini dan dpt banyak worth it kimchi juicenya juga banyak cocok buat nasi goreng dan kimchi jiggae so yummyyyyy bakal repeat order deh kalo uda abis,5
mantul pembelian ke 2 mantaplah packingnya kaga bocor semoga jualanya laris manis,5
kimchinya enak,5
dah 2x order di sini kimchi nya enak harga nya lumayan murah thanks,5
seller ramah kimchi nya enakkk sesuai request repeat order yg kesekian kalinya ttp ga bosen paling enak diantara kimchi yg lain percaya deh ga nyesel beli di kimchi id,5
taste is good,5
packing rapi bgt udah kecium bau2nya walau blm dibuka makasih seller,5
cuman 1harang dtg,5
kimchi nya rasa nya enak banget terutama yg lobak nya pkknya emang beda rasanyapengiriman jg cepat banget sampai nya pengemasan jg rapih dan aman di pakein toples pula,5
enyakkkk,5
kimchinya tiba sdh kurang fresh,4
sesuai deskripsi agak manis rasanya,5
terlalu manis beda sama kimchi korea,1
kimchinya terlalu asam kurang pedas,3
rasa nya memuaskan gurih sedikit pedas sekilas rasa manis tinggal asam nya ditambah saya sengaja beli fresh supaya bisa atur kadar keasaman nya sendiri enak sayurnya segar dan crunchy berikut pasti beli lagi kimchi sehat banget ini makanan probiotik alami,5
pengiriman cepat pake instant no drama tapi kenapa begitu dibuka aromanya kayak basi gitu tetapi pas dimakan baik baik aja sih ini orderan kedua kali dan rasanya konsisten,4
enak saladnya pengiriman juga cepat rapi bungkusnya,5
saladnya enak dressingnya kurang terlalu suka,4
coba beli karena lagi promo ternyata enak dan mengenyangkan dua potongan salad wrap dengan kulit tortilla ini beneran bikin kenyang karena isiannya yang padat dan kaya tekstur buat buka puasa cocok banget dressing nya honey mustard yang dominan asam saya prefer lebih manis sih dikemas dengan sangat baik dressing sauce masih dilapisi plastik dan ngga tumpah,5
saladnya cantik bentuknya tapi aku tidak suka dressingnya rasa seperti ada wasabi untungnya beli dressing pesto jd bisa dimakan pake pesto tq,3
sdh beli yg ke 3 kali enak bahannya segar penampilan cantik,5
fast response cantik bgt tampilannya dan enak bakal bli lagi d,5
terima kasih pak bu pengemasan rapi dan pengiriman cepat pelayanan memuaskan mantappp,5
favorit banget ini ukuran besar bisa bagi buat dua waktu makan rasa ga perlu ditanya udah sering beli apalagi kalo flash sale hehe terima kasih serasa sering sering diskon ya hehee,5
selalu langganan di sini tq kakak seller,5
udah beli 2 kali mantappp enakk,5
rasanya enak bgt gaboong trus taste nya ramah buat lidah orang indo tp kyanya fermentasinya klamaan jd ada sensasi di lidah gtu overall ini kimchi terenak si,5
respon cepat kimchinya enaaak,5
enak banget sdh ky makan di resto korea,5
enak bangetttt cepet juga ntaps,5
rasanya enak the best lah kimchinya ini,5
pertama nyoba kimchinya ternyata enak seger banget asemnya pas temen makan ramyeon,5
kimchi pa ini salah satu favorit selain varian timun sawi udah beberapa kali order selalu enak bisa dimakan dgn jajang ramyeon atau saat bbq,5
enak bakal langganan teus,5
sukaa bgt udah beberapa kali pesan ga pernah kecewa sayang pemesanan terakhir kena zonk sama jasa pengirimannya barang lama dijalan,5
sellernya ramah dan kooperatif ada kesalahan pilihan kiriman dari saya sehingga barang sampai tidak bagus lagi tapi diganti dengan barang baru hanya dengan membayar ongkir thank you,5
bumbu kemanisan ini bukan kimchi bumbunya jauh bgt,1
enak sekaliii,5
kimchinya enakkkk banget kyk yg ada di korean food resto dan fresh,5
kimchi dari sini selalu enak ini pertama kali cobain varian bawang fresh banget masih manis mau coba simpen 2 3 hari biar fermentasi dl hehe,5
enak renyah dan fresh,5
pengiriman cepat dan seller sangat responsif,5
saya blm pernah makan kimchi asli di korea tapi setidaknya ini yg paling ramah di lidah saya d pengiriman juga saya cepat,5
anak saya bs makan krn tdk asam dan tidak terlalu pedas,5
seller fast response dan ramah kimchi nya enak banget dan fresh recommended seller,5
rasanya enaakkkk langsung mau order lagi penjual responsif,5
dah langganan rasa konsisten,5
yummyyy,5
mantap sekali bintang 5,5
saya dan istri suka fresh tingkat keasaman bisa diatur sendiri jadi bisa menyesuaikan dengan selera,5
maaf baru kasih ulasan krna baru dicoba kimchinya enak fresh penjualnya jg ramah sekali terima kasih,5
good tapi kurangnya bbrp barang kering dan basah di campur dalam satu kantong hitam trus kantong hitam nya tipis,4
barang sampai rmh masih agak dingin2 mantul,5
sellernya bisa diajak gercep saat urgent exp masih lama thanks kak,5
cepet banget pengirimannya pesen siang sorenya uda sampe the best,5
proses cepat thx,5
maaf baru ksi tw barang kmren sudah smpai mantep barang cpet smpai lau gx cpet smpai tkut nya rusak good bgt langsung older langsung proses,5
lobak asin nya sesuai terimakasih sukses terus ya,5
pelayanan dan kakaknya luar biasa baiknya god bless ya kak,5
barangnya ok servicenya express tq,5
puas srkali memang gak lama sampai tapi kemarin baru sekarang kasih ulasan kurir ramah dan baik terima kasih toko pedia,5
bagus harga terjangkau kurir ramah,5
cepat dan mantappppp,5
freshh enak asamnya pas tp sedikit pahit,4
packing nya rapih bgt sumpah tapi sayang dikit bgt muehehehehehe,5
enaaak banget asem nya pedesnyaa,5
aduh lupa foto enak kimchinya fresh,5
proses kirim cepet ga pake lamaa dan kimchi nya enakkk loh rekomended mayan dapat promo thanks,5
enak banget mantappp,5
respon cepat kemasan rapi dan mantap rasa belum coba klo cocok bakal langganan beli nih,5
udh 3x beli koto kimchi kimchi paling enak yg pernah aku beliseger bgt dan cabbage nya renyah bgt,5
barang sesuai pesanan pengiriman cepat dan aman thanks seller,5
packagingnya pakai dus dan wrap rapih banget,5
enakk bgt,5
brg sesuai deskripsi kualitas bgs respon cepat n packaging rapi recommended,5
saya repurchase tapi kenapa bumbunya dipisah belom dicampurin kayak dulu pertama kali beli saya sedih paket belom saya buka sangking ssdihnya,5
barang bagus proses cepat,5
kimchinya enaak udah order dilain tempat ini paling enak huhuuuu,5
tasty,5
enak dan segar penjual ramah makasih,5
sudah repeat order terus suka kimchi nya rasa asam dan pedasnya pas volumenya juga cukup banyak,5
dikemas rapih biarpun ada yang bocor tapi cuma rembes,5
kiriman yg kesekian x cepat ya reseler jg okeh sayangnya yg kiriman ke 3 ada kebocoran sesuai foto yg saya kirim so far okeh,5
kurang asem cuka padahal sdh dikulkas 7 hari,4
ini kimchi yang terfresh yang pernah ku makan enak banget masih berasa manis manis sayang packagingnya kurang baik menurutku karna ku kira akan dibagi menjadi 2 toples per 400gr sesampainya dirumah toplesnya menggembung jd agak susah untuk dibuka saat dibuka meledak mungkin karna selama perjalanan si kimchi banyak guncangan dan panas jd ku kehilangan bumbu lumayan banyak hehehe,5
proses pengiriman cepat,5
beneran enak,5
enaaak bgt sayangnya 400gr masih kurang dosisnya buat saya nyiahahha,5
entah orderan ke berapa kali selalu fresh kimchinya jadi blm asem pasti order lagi ini mah,5
packagingnya aman plastik dalam toples tapi karna ngembang jd susah banged buka toplesnya wkwkw kalau rasa c sudah pasti kimchi terenak,5
kimchi nya enak udah beberapa kali beli tapi saya beli 700 gram dapetnya cuma 662 gram udah sama kemasan,1
respon seller cepat sudah beli ke 2 kali gak kecewa terima kasih banyak,5
puas barang sesuai,5
cepat packing aman produk mantap,5
barangnya ok servicenya super express tq,5
packing rapih pengiriman cepat semoga nanti bisa reorder makasih seller,5
enak recommended seller top next order lagi deh terimakasih,5
semuanya okeyyy,5
fast respone enak,5
fast delivery good product,5
makanannya cepat dateng dan enak,5
barang sesuai deskripsi dan pengiriman cepat trims,5
mungkin aku ga cocok sama masakan korea aku lebih cocok masakan jepang udah nyoba banyak makanan korea tapi ga ada yang cocok untuk kimchinya mungkin enak tapi asam banget,4
repeat order,5
pesanan cepet sampai packing nya rapih bgt,5
rasanya enak pengobat rindu blm bisa balik ke korea tapi setidaknya masih bisa makan kimchi homemade disini bakal jadi langganan,5
worth to buy yang lebih murah banyak tp rasanya gakaruan mending yang ini,5
respon cepat mantap lah,5
pesanan sdh saya terima dan sesuai thanks seller,5
sudah sy terima tapi nggak sy makan karena sdh lebih 5 hari di perjalanan takut sakit perut produk ini sudah sampai di kota saya hari senin tapi baru diantar ke saya kamis hari ini itupun setelah email cs anteraja dan komplain tokopedia,3
barang sesuai deskripsi produk oke packaging rapih pengiriman cepat seller fast respons dan udh langganan recommended,5
맛이 좋고 값도 싸니 ㅋㅋ 참 괜찮다,5
produk bagus pengiriman cepat thank you,5
packing aman kardus trs dibubble wrap dalemnya wadah plastiknya utuh ngga ada yg retak hehe cm ngga bener2 nutup hehe saran mgkn bisa diisolasi lakban kimchinya terbungkus plastik alhamdulillah ngga bolong ngga bocor rasa seperti biasa hehe yaa kimchi seller fast respon udah berkali2 beli di olshop ini overall puas mksh,5
kimchi fresh sekali dan rasanya mantap,5
masih kres kres dan enak,5
pesanan kimchi sudah diterima dengan baik dan sesuai yg diorder packing aman pengiriman cepat terima kasih,4
sukaaaaaaaaaaaaa,5
beli kimchi sawi 1kg kimchi d bwg dan kimchi wortel masing masing 1 4kg ini sih pokoknya supperrrrrrr banget packingnya okehh aampe mau ngakak why ngebalonnnn superrrr gazzy jd pas buka ada baiknya di pop dulu sikit spy anginnya keluar klo gk yang ada meledakkk wkwkwkw tp untungnya dia kuat ya di jalan smpe bogor plastik wrap aman di luarnya plastik dalemnya plus double plastic sealed bag gituhh tq,5
pengiriman super cepat pesen pagi malam udh dtg luar biasa tks dapursakinahku,5
kondisi barang diterima sangat rapi dan bagus kemasan plastik tebal dan double tetapi tidak bocor semua kuah tumpah membasahi kardus untuk pengiriman sangat mengecewakan karena tidak sesuai yang seharusnya maksimal tgl 14 maret 2021 diterima oleh konsumen baru dikirimkan oleh pihak sicepat tgl 15 maret 2021 dengan alasan tgl 13 sabtu dan 14 minggu pihak sicepat libur dan hari sabtu minggu tidak dihitung sistem kerja sunggung sangat mengecewakan,1
enakk tp agak pahit,4
kurang suka rasanya pahit,3
lontongnya wangi daun padat lembut dan enak,5
lontongnya lembut dan enak dimakan pakainopor,5
pesan mendadak karena opor masih sisa banyak order cepat di respons dan rasa enak lontong lembut terima kasih,5
lomtongnya bagus enak dan fresh,5
lontong tiba sesuai pesanan rasanya enak dan legit sesuai espektasi pertahankan yaa trimakasih seller,5
harga kompetitir rasanya enak,5
produk lontong lembutnya mantap,5
lontongnya banyak yg benyek om ga kejel ga padet,3
fast response dikirim dan tiba sesuai permintaan tapi sayangnya ada beberapa lontong ujungnya lembek dan sedikit hancur,4
syg ini g kbgian,5
bagus sekali oncom nya,5
product sesuai tp oncomnya tebalnya hanya separuh dari oncom biasanya,3
good quality very fresh affordable price fast delivery on time seller shop is very friendly and helpful will definitely order again,5
isi nya banyak admin nya cepat tanggap dan sangat membantu,5
biasa aja saus nya kurang masuk,2
selalu puas beli disini selalu enak dan pengiriman cepet,5
enak bgt mexican tuna salad nya porsi nya banyak dan pas pengantaran cepat jg di hari yg sama,5
enak saladnya,5
terima kasih banyak pak bu pengemasan rapi dan pengiriman cepat pelayanan memuaskan mantappp,5
selalu suka salad di sini,5
pengiriman cepat dan rasa enak,5
like the dressing however it was very little for the salads portion,4
enaaakk dressingnya juga,5
toko amanah syg kurir anterajanya lambat banget ngirim paket anterajaanternya kapan2 aja,5
fast respon n delivery sdh langganan beli asinannya n ok bget rasanya,5
sesuai kiriman cepat,5
rasa enak segar,5
yummmmyyyyyy so fresssshhhhh sdh repeat order,5
pengiriman tepat waktu dan asinan nya enak banget,5
sdh beli berkali kali disini n rasany tetap mantulll,5
enak sekali fresh ingredients pas perpaduan mangga asam dengan lengkeng manis,5
